stepStart,stepEnd,totalVector,withinVector,reweightingVector,totalNorm,withinNorm,reweightingNorm,decompositionError,lineageTurnoverTV,lineageCountStart,lineageCountEnd,condition,seed
265,270,"[0.005468401081742513,0.011156753609434078,-0.0021078863098276113,-0.002246411782258595]","[-0.0002716085850435777,0.002406789958768935,0.0018761609933667998,0.002243270312745273]","[0.005740009666786087,0.008749963650665132,-0.003984047303194488,-0.0044896820950039275]",0.01280101996260657,0.003797189868597002,0.012063973354208345,9.768703690625177e-17,0.044736842105263123,11,11,scarcity_mutable,14057
270,275,"[-0.003652761741564481,-0.007713167617701633,-0.01373309519750815,0.00040350900443025806]","[-2.954254262048093e-06,-0.0018659824043923952,0.0004127741471710064,0.0023574120007032466]","[-0.003649807487302436,-0.005847185213309263,-0.014145869344679034,-0.001953902996272924]",0.01617394034426602,0.003034744288857416,0.01585667134201519,1.398672910477239e-16,0.09287925696594429,11,10,scarcity_mutable,14057
275,280,"[-0.002410859362519724,-0.0011241612380658572,3.265854509448829e-05,0.003556303335301103]","[0.0,0.0,0.0,0.0]","[-0.0024108593625196185,-0.0011241612380658468,3.265854509447051e-05,0.003556303335301139]",0.004441209446565226,0.0,0.004441209446565196,1.1325216978359462e-16,0.058823529411764705,10,9,scarcity_mutable,14057
280,285,"[0.008995980442004892,0.0055875192326346745,-0.007198049639352888,-0.0054523572813521826]","[0.0024198974960423776,-0.007083327698357746,-0.0007679247153239989,0.001141516803021951]","[0.006576082945962481,0.012670846930992458,-0.006430124924028837,-0.0065938740843741045]",0.013917189149469059,0.007610663844479081,0.016988846660088992,7.781641587127936e-17,0.058333333333333334,9,9,scarcity_mutable,14057
285,290,"[0.005911062813926837,0.002391377717987142,0.008992107809020045,0.014696460606063333]","[0.0,0.0,0.0,0.0]","[0.005911062813926905,0.002391377717987129,0.008992107809020117,0.014696460606063319]",0.018371263107769285,0.0,0.01837126310776933,1.0122895570750615e-16,0.13333333333333336,9,7,scarcity_mutable,14057
290,295,"[0.008842564709891532,-0.0015182985641601365,0.019886833465872167,-0.0015447204830668082]","[0.0004991637718391832,-0.0005619450402404219,-0.0035941649393088845,0.0010831338413814509]","[0.00834340093805224,-0.0009563535239197202,0.023480998405180954,-0.0026278543244483837]",0.021871636606543395,0.003828334785343427,0.02507568255761819,1.9126518662015908e-16,0.12587412587412586,7,7,scarcity_mutable,14057
295,300,"[-0.0010351185833981091,-1.8563123510506596e-05,0.00020715841837148918,-0.008161589879158049]","[0.0039420607728680316,8.225699716091269e-05,-0.0005766764041472054,-0.002069293589868822]","[-0.004977179356266078,-0.00010082012067145216,0.0007838348225186987,-0.0060922962892891236]",0.008229597744551544,0.004490115921303055,0.007906513147187726,1.2582261096543866e-16,0.08181818181818183,7,7,scarcity_mutable,14057
300,305,"[-0.006248284443317931,-0.014288064433431502,-0.007390973488734298,-0.0028408967317277156]","[-0.004155903525197853,-0.006058811052759364,0.0013258088036118595,-0.0003699858753619978]","[-0.0020923809181201316,-0.008229253380672128,-0.008716782292346171,-0.0024709108563657645]",0.017489626270735848,0.007474983880617608,0.012417180159041056,7.3234305521987e-17,0.07777777777777774,7,7,scarcity_mutable,14057
305,310,"[-0.0021214466352933448,0.0070659550832790075,0.006838412523425874,-0.002398183908984053]","[0.0,0.0,0.0,0.0]","[-0.0021214466352934037,0.007065955083279044,0.006838412523425859,-0.0023981839089839913]",0.010341345607181484,0.0,0.010341345607181496,9.389165774379938e-17,0.11111111111111113,7,6,scarcity_mutable,14057
310,315,"[-0.010815409402938458,-0.0012276889111641487,0.0014158951546768828,-0.00937799294521946]","[0.0,0.0,0.0,0.0]","[-0.010815409402938401,-0.0012276889111641912,0.0014158951546768637,-0.009377992945219595]",0.01443716770649245,0.0,0.014437167706492497,1.5412947308735548e-16,0.12499999999999997,6,5,scarcity_mutable,14057
315,320,"[-0.009676789733271574,-0.015392970824353314,-0.012078152161442257,-0.0016320407712440144]","[-0.0068738644980824055,-0.005638322031244095,0.0019043453753549364,0.005913070975580865]","[-0.002802925235189246,-0.00975464879310921,-0.013982497536797206,-0.007545111746824807]",0.021889018412329445,0.01084581154810016,0.01885334218619026,1.0723411741364753e-16,0.11904761904761904,5,5,scarcity_mutable,14057
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14057
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14057
330,335,"[-0.01344197091507393,-0.011489252736717026,-0.015240685058052483,0.03047746409440616]","[-0.0021448353632269007,-0.0022436560591498457,-0.005308154060926344,0.004285659090604069]","[-0.011297135551846988,-0.009245596677567143,-0.00993253099712603,0.026191805003802106]",0.03839067346627842,0.007495177424351916,0.03158753157445368,1.2576446107020924e-16,0.13333333333333336,5,5,scarcity_mutable,14057
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14057
179,180,"[0.032989093639028244,-0.07483926128761392,0.05209809617169675,0.04755900753170228]","[0.023155811145321822,-0.012954633150977233,0.023405909940404937,0.004741507401426611]","[0.009833282493706233,-0.06188462813663658,0.028692186231291966,0.04281750013027561]",0.10800586165257976,0.035697795764589424,0.08113556872511657,2.716822870903453e-16,0.5925925925925924,22,5,neutral_bottleneck_mutable,14057
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
185,190,"[-0.017183543446980254,0.0051972903224590805,-0.02235913724003119,0.0069942334562668185]","[-0.0048134790819406225,0.009776146430749814,-0.0035588430902455817,0.0023195657942241136]","[-0.012370064365039644,-0.00457885610829078,-0.01880029414978568,0.004674667662042671]",0.029515018411810225,0.011695656010778767,0.02343689385402145,9.135341073846037e-17,0.13333333333333336,5,5,neutral_bottleneck_mutable,14057
190,195,"[0.012616421834788172,0.007796439184814985,0.01805798545418419,0.0111929601101447]","[-0.006233900346245267,-0.005276361331594086,0.0036107652331795175,0.0026599921006900443]","[0.018850322181033476,0.013072800516409067,0.01444722022100466,0.00853296800945471]",0.0259100706013445,0.009317439883000564,0.02842123281694816,6.651030251783879e-17,0.11904761904761904,5,5,neutral_bottleneck_mutable,14057
195,200,"[-0.01022840118345425,-0.014845816903886089,0.011463162252753178,0.0041559827514635606]","[0.0013778340588617532,0.006841306248131782,0.001770336954139378,-4.172036102761163e-05]","[-0.011606235242316017,-0.021687123152017866,0.009692825298613851,0.0041977031124912365]",0.021764529670470857,0.007199842456207092,0.026769527093335715,8.279557292393911e-17,0.10714285714285712,5,5,neutral_bottleneck_mutable,14057
200,205,"[0.0040322561888399555,0.011296685349777291,-0.011588586098262132,-0.012601202396421762]","[-0.002473219593326538,-0.0001525804103829464,-0.0054865239322272365,0.0046253881972062524]","[0.00650547578216646,0.011449265760160261,-0.006102062166034879,-0.017226590593628032]",0.020903583890250276,0.007591854633237127,0.022525485294611534,4.772854504744019e-17,0.15,5,5,neutral_bottleneck_mutable,14057
205,210,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
210,215,"[0.007913687555012539,0.006851333854962283,0.006725084793389902,-0.018477249502835857]","[0.003494917641455597,0.0005498680186041221,0.0027867155985260754,-0.00071498030183338]","[0.004418769913557011,0.006301465836358128,0.003938369194863754,-0.017762269201002524]",0.022275608655631496,0.004560020265033859,0.01975456803677772,1.1594456207645019e-16,0.07272727272727272,5,5,neutral_bottleneck_mutable,14057
215,220,"[0.011604932197711415,0.009814767785680134,0.005104269623184998,0.00660060231016063]","[0.0027145383768003243,0.003668562423971509,-0.0017656781442953802,-0.00022404433026514253]","[0.008890393820910975,0.006146205361708637,0.006869947767480459,0.006824646640425771]",0.017338559260889314,0.004898457311119878,0.014511613512417306,1.420064811451453e-16,0.06818181818181819,5,5,neutral_bottleneck_mutable,14057
220,225,"[-0.009078925856143671,-0.006484547995080414,-0.013384280824927486,0.0027896826958815346]","[-0.0016043141765806161,-0.0034915814786583123,-0.0030326816510667497,5.7242213131002964e-05]","[-0.007474611679562997,-0.0029929665164220715,-0.010351599173860714,0.0027324404827505904]",0.01764646027241945,0.004895446850591721,0.013395876409430303,9.158370690839783e-17,0.06410256410256408,5,5,neutral_bottleneck_mutable,14057
225,230,"[-0.005971525086860607,-0.008231853874003825,0.008180478867879815,0.004550944363648279]","[0.0005818836547633156,0.002759852174303425,0.0018500884475013434,0.0007804874404301607]","[-0.006553408741623983,-0.010991706048307261,0.00633039042037843,0.0037704569232180915]",0.013822223380296227,0.0034622767826872555,0.014766683997142023,7.839913814309171e-17,0.060439560439560475,5,5,neutral_bottleneck_mutable,14057
230,235,"[-0.007662539557616199,0.002879370611471088,-0.0072315820094623895,0.002398708736357169]","[-0.0016898955728836449,0.00466717411681862,0.0017912858146446613,0.00045879840583943444]","[-0.005972643984732422,-0.0017878035053475148,-0.00902286782410695,0.0019399103305177317]",0.011182793459225326,0.005296929500276684,0.011137509299832128,1.667777846351281e-16,0.05238095238095235,5,5,neutral_bottleneck_mutable,14057
235,240,"[0.0032870034627444644,0.0012062148368134906,-0.008211998829526668,0.0033335150157616233]","[0.002385492901661301,6.425473138170327e-05,-0.0018419290491495169,-0.0007327041491101778]","[0.0009015105610830918,0.001141960105431757,-0.006370069780377182,0.004066219164871834]",0.009529354287311323,0.0031022996384304177,0.007696019846504273,9.001881945920265e-17,0.05416666666666668,5,5,neutral_bottleneck_mutable,14057
240,245,"[0.006396480999121046,0.003981123072083148,0.0029533811529108833,-0.009709518152886065]","[0.0027140542570556064,0.00015867645189283878,-0.0004759911457864435,0.001761693573625248]","[0.0036824267420654325,0.003822446620190271,0.0034293722986973307,-0.011471211726511244]",0.012639680102074679,0.0032743549814958283,0.01309658954508403,7.959077859153832e-17,0.047794117647058806,5,5,neutral_bottleneck_mutable,14057
245,250,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
250,255,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
255,260,"[-0.0027934029960841045,0.0025638069671953256,-0.003924025993759794,0.00811513944645581]","[-0.003162063312753817,0.0016365105854775745,0.0016215128387117826,0.003848644188402615]","[0.00036866031666972846,0.0009272963817177271,-0.005545538832471689,0.004266495258053188]",0.009779042626898432,0.0054880030307276765,0.007067656736010571,1.158220252438367e-16,0.04575163398692812,5,5,neutral_bottleneck_mutable,14057
260,265,"[0.0027796573289918802,-0.0010181084377740568,0.010209335820171028,0.0019936927500057156]","[0.0009368840126036496,0.00225519412964722,0.00033953196228184526,-0.003202538521718466]","[0.0018427733163882548,-0.0032733025674212216,0.009869803857889218,0.00519623127172421]",0.01081519247762783,0.004041681228396082,0.01176962917070578,7.497789129718512e-17,0.06666666666666665,5,5,neutral_bottleneck_mutable,14057
265,270,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
270,275,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
275,280,"[-0.007497010353638589,-0.004225938802769669,-0.00952130039174609,0.0011731168307152484]","[-0.002697518436033352,-0.0028081341648309097,-0.00330024739512383,2.234215059016104e-05]","[-0.004799491917605266,-0.0014178046379387955,-0.006221052996622362,0.001150774680125048]",0.01288778829961488,0.005104346700719401,0.008066664453770222,1.1921590497098929e-16,0.038095238095238126,5,5,neutral_bottleneck_mutable,14057
280,285,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
285,290,"[0.0041361854451454905,0.00540520105990927,0.0095216699053699,-0.011540811100627324]","[-0.004161488026416034,0.0018727562309361235,-0.004689026763829752,0.0031036688703726056]","[0.008297673471561566,0.003532444828973181,0.014210696669199802,-0.014644479970999946]",0.016437054090738625,0.007241887250112762,0.02230995842567666,1.5930438976759072e-16,0.07857142857142858,5,5,neutral_bottleneck_mutable,14057
290,295,"[-0.002452784271903763,-0.009166954697107543,0.0020440099930730815,0.005493396708546205]","[0.0013391670242339344,-0.002574464057913324,-0.0018749299972205995,0.002811734184645152]","[-0.003791951296137761,-0.006592490639194248,0.003918939990293609,0.0026816625239010324]",0.011153680708742267,0.00445448595506405,0.008966004238219073,1.0271280708513389e-16,0.03809523809523811,5,5,neutral_bottleneck_mutable,14057
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
300,305,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
305,310,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,neutral_bottleneck_mutable,14057
330,335,"[0.0010717618783726568,0.003340724768561565,-0.0034764883435242644,0.004466223466917996]","[0.0007799508430629561,0.0017854437548490453,0.0015072668031129864,0.0002920195742326259]","[0.0002918110353097884,0.0015552810137125315,-0.004983755146637259,0.004174203892685368]",0.006658996828526253,0.0024805768213916534,0.0066907283767379385,8.884108998183874e-17,0.038961038961038946,5,5,neutral_bottleneck_mutable,14057
335,339,"[0.005670483760810696,0.0031150315345558344,0.0024809167110622643,0.00444059593555024]","[0.00022112369166270084,-0.0004125414765644024,-0.0014715339577209884,0.0021655811095907342]","[0.005449360069147985,0.003527573011120222,0.00395245066878331,0.0022750148259595496]",0.00822992390808982,0.002659744327532763,0.007933275191212626,7.393463903995092e-17,0.03557312252964427,5,5,neutral_bottleneck_mutable,14057
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,22,22,scarcity_mutable,14071
180,185,"[0.0023268718226838736,0.0017641662949603454,-0.00038418981428761656,-0.0014382565445358875]","[0.0007676209331584062,-0.00041092820269191265,0.0003955456753461388,-8.761790682625059e-05]","[0.0015592508895254987,0.0021750944976523107,-0.0007797354896337278,-0.001350638637709587]",0.0032776209202372607,0.0009603317987405366,0.0030975008593496427,8.364927168200997e-17,0.01885369532428354,22,22,scarcity_mutable,14071
185,190,"[0.0004922736423130791,-0.0006960115308157211,-0.002013596319213884,-0.0001270810522371324]","[0.001094782745359179,-0.0010073062380953608,-0.0010195267267932753,-7.825940032222674e-05]","[-0.0006025091030461356,0.00031129470727956184,-0.000994069592420637,-4.882165191490636e-05]",0.0021903162147356775,0.00180520757732362,0.0012043585522197111,9.033182182537272e-17,0.01621417797888383,22,22,scarcity_mutable,14071
190,195,"[0.0008434331978477427,-8.758982365442147e-05,-4.90895089966803e-05,0.003690629230759468]","[-0.0004825063839219283,9.541384516094767e-05,-0.0001991584781197499,-0.0001302444156967254]","[0.0013259395817695936,-0.000183003668815363,0.0001500689691231284,0.003820873646456103]",0.003787110433466291,0.0005463917272442628,0.004051321048124876,1.330494745146608e-16,0.019215686274509827,22,22,scarcity_mutable,14071
195,200,"[-0.0009502201908747621,0.0009826269184005088,-0.0009867616218734998,0.00025516566042910194]","[-0.00028719748347813084,0.0006376199591853158,1.6961322103158845e-05,0.00024123064052271014]","[-0.0006630227073965531,0.000345006959215215,-0.0010037229439765886,1.3935019906400145e-05]",0.0017050753897045108,0.0007399469678579263,0.0012515122234621626,1.0750896478358785e-16,0.01714285714285712,22,22,scarcity_mutable,14071
200,205,"[-0.0004739964288256182,-0.0027130175745216922,-0.00601204205695538,0.0014809442226670355]","[0.0002379369237621865,8.437959100095923e-05,0.0002422828005617209,-0.0007511098908149926]","[-0.0007119333525877989,-0.0027973971655227475,-0.006254324857517219,0.0022320541134821237]",0.006776649796134824,0.0008286138537310625,0.007240920175576572,1.7954801258210518e-16,0.07437641723356012,22,19,scarcity_mutable,14071
205,210,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,19,19,scarcity_mutable,14071
210,215,"[0.005862092179002909,0.0034691738430457364,-0.0028243878358673036,0.002520719593637366]","[0.00027447492847358467,-3.9689757430396166e-05,-0.0004004261502432909,-0.00025830449116339544]","[0.0055876172505294,0.003508863600476058,-0.002423961685624055,0.002779024084800768]",0.007792976696073351,0.0005513384397620995,0.007558581574768885,1.1448599971312084e-16,0.06507936507936504,19,17,scarcity_mutable,14071
215,220,"[0.00298170297518896,-0.0012916364736626496,-0.0018458585831959695,0.0011157737090060627]","[0.0026489631894109278,-0.0007581499961165816,-0.00042137902468448584,-7.970908191706793e-05]","[0.0003327397857780109,-0.0005334864775459354,-0.0014244795585114716,0.0011954827909231806]",0.003900131060773953,0.0027884962283728837,0.0019630702235973324,1.4373053558575893e-16,0.05677655677655678,17,17,scarcity_mutable,14071
220,225,"[-0.0004816020093553197,-0.004367682439749443,-0.001760606027098488,-0.006848891001210722]","[-0.0010332496628417107,-0.0008487721830589373,0.0014937155092504793,-0.00034506456802039137]","[0.000551647653486283,-0.0035189102566904693,-0.003254321536348967,-0.006503826433190437]",0.008325600994464692,0.002034274972361323,0.008097988112071396,1.5610899955745484e-16,0.04989604989604993,17,16,scarcity_mutable,14071
